Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Region.1,longitude,latitude,NN_Prediction,Cluster_ID,Impact_Zone,is_anomaly,Anomaly_Flag,Regression_Prediction
Chhattisgarh,2020-04-30,Monthly,20.13,1066126.0,24.06,Urban,,,,19.645071,2,High Impact,-1,1,14.665196895498639
Chhattisgarh,2020-05-31,Monthly,24.1,1276291.0,30.24,Urban,,,,16.927826,2,High Impact,1,0,14.386458971443272
Chhattisgarh,2020-06-30,Monthly,27.07,1602231.0,39.41,Urban,,,,14.926323,2,High Impact,1,0,13.969466946531393
Delhi,2019-05-31,Monthly,12.31,5756475.0,44.17,Urban,,,,12.383846,0,Low Impact,1,0,12.792899787659998
Delhi,2019-06-30,Monthly,12.76,5550172.0,42.71,Urban,,,,12.602517,0,Low Impact,1,0,12.896492524964362
Delhi,2019-07-31,Monthly,14.68,5393091.0,42.34,Urban,,,,12.719056,0,Low Impact,1,0,12.947994487181765
Delhi,2019-08-31,Monthly,13.52,5552510.0,42.9,Urban,,,,12.584924,0,Low Impact,1,0,12.888916353277672
Delhi,2019-09-30,Monthly,20.59,5642253.0,47.36,Urban,,,,12.258798,2,High Impact,1,0,12.702676554098112
Delhi,2019-10-31,Monthly,12.41,6030363.0,45.78,Urban,,,,12.098451,0,Low Impact,1,0,12.66748740857753
Delhi,2019-11-30,Monthly,16.11,5439600.0,43.02,Urban,,,,12.635288,0,Low Impact,1,0,12.911690409649836
Delhi,2019-12-31,Monthly,11.07,5718337.0,42.56,Urban,,,,12.526763,0,Low Impact,1,0,12.861513257729973
Delhi,2020-01-31,Monthly,22.45,5647493.0,48.09,Urban,,,,12.2759495,2,High Impact,1,0,12.674469862560573
Delhi,2020-02-29,Monthly,14.86,5708807.0,44.18,Urban,,,,12.409361,0,Low Impact,1,0,12.804015271474361
Delhi,2020-03-31,Monthly,17.09,5401392.0,42.82,Urban,,,,12.673018,0,Low Impact,1,0,12.928277787919136
Delhi,2020-04-30,Monthly,16.51,3003787.0,23.59,Urban,,,,19.351978,0,Low Impact,-1,1,14.215706665109755
Delhi,2020-05-31,Monthly,45.78,2343783.0,28.28,Urban,,,,17.419767,2,High Impact,-1,1,14.201613057519747
Delhi,2020-06-30,Monthly,18.11,4306807.0,34.32,Urban,,,,14.367006,0,Low Impact,1,0,13.50572871711348
Goa,2019-05-31,Monthly,2.75,264855.0,34.17,Urban,,,,16.120235,0,Low Impact,1,0,14.485086893844969
Goa,2019-06-30,Monthly,13.33,304015.0,43.96,Urban,,,,15.427274,0,Low Impact,1,0,14.114304225544519
Goa,2019-07-31,Monthly,12.28,280367.0,40.0,Urban,,,,15.587199,0,Low Impact,1,0,14.266164902052703
Goa,2019-08-31,Monthly,4.9,243277.0,31.97,Urban,,,,16.678759,0,Low Impact,1,0,14.571487426971128
Goa,2019-09-30,Monthly,3.16,309643.0,39.92,Urban,,,,15.576681,0,Low Impact,1,0,14.26206426928208
Goa,2019-10-31,Monthly,12.31,290264.0,41.27,Urban,,,,15.526701,0,Low Impact,1,0,14.216904861034127
Goa,2019-11-30,Monthly,25.2,271612.0,45.22,Urban,,,,15.42446,2,High Impact,1,0,14.07560456177642
Goa,2019-12-31,Monthly,16.22,288154.0,42.77,Urban,,,,15.4753065,0,Low Impact,1,0,14.162048372644856
Goa,2020-01-31,Monthly,10.92,257814.0,35.95,Urban,,,,15.919663,0,Low Impact,1,0,14.421083652642663
Goa,2020-02-29,Monthly,4.31,306396.0,39.73,Urban,,,,15.590555,0,Low Impact,1,0,14.269859445033639
Goa,2020-03-31,Monthly,4.76,277093.0,36.05,Urban,,,,15.901036,0,Low Impact,1,0,14.412747801009276
Goa,2020-04-30,Monthly,11.76,318957.0,44.74,Urban,,,,15.398253,0,Low Impact,1,0,14.081914550155021
Gujarat,2019-05-31,Monthly,4.09,9686558.0,41.67,Urban,,,,10.520102,0,Low Impact,1,0,11.938305279343677
Gujarat,2019-06-30,Monthly,6.31,10144965.0,44.57,Urban,,,,9.574515,0,Low Impact,1,0,11.720823233534365
Gujarat,2019-07-31,Monthly,5.15,9828023.0,42.54,Urban,,,,10.276582,0,Low Impact,1,0,11.87211070836506
Gujarat,2019-08-31,Monthly,4.2,10228154.0,43.72,Urban,,,,9.740093,0,Low Impact,1,0,11.732154040880165
Gujarat,2019-09-30,Monthly,5.96,9609939.0,41.75,Urban,,,,10.547584,0,Low Impact,1,0,11.953812193129691
Gujarat,2019-10-31,Monthly,5.45,10474217.0,45.14,Urban,,,,9.208624,0,Low Impact,1,0,11.620458379800407
Gujarat,2019-11-30,Monthly,7.53,9896129.0,43.5,Urban,,,,10.019162,0,Low Impact,1,0,11.820268525068736
Gujarat,2019-12-31,Monthly,5.71,10172812.0,43.75,Urban,,,,9.769262,0,Low Impact,1,0,11.744380212527478
Gujarat,2020-01-31,Monthly,5.82,9824501.0,42.19,Urban,,,,10.350976,0,Low Impact,1,0,11.88587772322215
Gujarat,2020-02-29,Monthly,6.04,10784753.0,46.31,Urban,,,,8.719941,0,Low Impact,1,0,11.5024568060103
Gujarat,2020-03-31,Monthly,5.39,10083026.0,42.9,Urban,,,,10.049861,0,Low Impact,1,0,11.79738563826749
Gujarat,2020-04-30,Monthly,25.94,6701284.0,36.33,Urban,,,,12.949424,2,High Impact,1,0,12.854641915605676
Gujarat,2020-05-31,Monthly,11.62,6072776.0,27.52,Urban,,,,16.955513,0,Low Impact,1,0,13.33124365089509
Gujarat,2020-06-30,Monthly,4.54,10574711.0,44.26,Urban,,,,9.368056,0,Low Impact,1,0,11.628727215295747
Haryana,2019-05-31,Monthly,24.67,2693596.0,43.18,Urban,,,,14.129254,2,High Impact,1,0,13.567375626934226
Haryana,2019-06-30,Monthly,20.42,2845190.0,43.06,Urban,,,,14.049233,2,High Impact,1,0,13.535281489984165
Haryana,2019-07-31,Monthly,25.45,2405973.0,38.77,Urban,,,,14.568023,2,High Impact,1,0,13.799444875477658
Haryana,2019-08-31,Monthly,24.19,2523005.0,39.87,Urban,,,,14.412082,2,High Impact,1,0,13.730647635467221
Haryana,2019-09-30,Monthly,26.84,2675862.0,43.7,Urban,,,,14.121926,2,High Impact,1,0,13.55245510690321
Haryana,2019-10-31,Monthly,21.04,2821456.0,42.58,Urban,,,,14.083202,2,High Impact,1,0,13.558716439778244
Haryana,2019-11-30,Monthly,27.06,2404239.0,39.18,Urban,,,,14.533258,2,High Impact,1,0,13.784729587247664
Haryana,2019-12-31,Monthly,23.65,2548835.0,39.57,Urban,,,,14.424867,2,High Impact,1,0,13.735497420185627
Haryana,2020-01-31,Monthly,27.24,2630938.0,42.75,Urban,,,,14.17958,2,High Impact,1,0,13.598342985239622
Haryana,2020-02-29,Monthly,23.29,2752834.0,42.32,Urban,,,,14.132684,2,High Impact,1,0,13.584846013305816
Haryana,2020-03-31,Monthly,27.14,2275407.0,36.73,Urban,,,,14.830721,2,High Impact,1,0,13.906198147209558
Haryana,2020-04-30,Monthly,46.89,1606580.0,35.48,Urban,,,,15.298204,2,High Impact,-1,1,14.113475049074196
Haryana,2020-05-31,Monthly,38.46,2013083.0,38.27,Urban,,,,14.813861,2,High Impact,-1,1,13.91255824829002
Haryana,2020-06-30,Monthly,29.41,2304138.0,38.09,Urban,,,,14.67961,2,High Impact,1,0,13.849078566753064
Himachal Pradesh,2019-05-31,Monthly,10.88,245668.0,45.27,Urban,,,,15.441017,0,Low Impact,1,0,14.080009717524291
Himachal Pradesh,2019-06-30,Monthly,21.43,237576.0,49.58,Urban,,,,16.197533,2,High Impact,1,0,13.922877649190188
Himachal Pradesh,2019-07-31,Monthly,21.51,235894.0,49.22,Urban,,,,16.130503,2,High Impact,1,0,13.936570454473529
Himachal Pradesh,2019-08-31,Monthly,24.48,236315.0,51.17,Urban,,,,16.489815,2,High Impact,1,0,13.864494721590319
Himachal Pradesh,2019-09-30,Monthly,12.0,247210.0,45.87,Urban,,,,15.470247,0,Low Impact,1,0,14.057492266614378
Himachal Pradesh,2019-10-31,Monthly,23.77,232322.0,49.69,Urban,,,,16.221203,2,High Impact,1,0,13.920083399038164
Himachal Pradesh,2019-11-30,Monthly,27.27,233029.0,52.17,Urban,,,,16.662783,2,High Impact,1,0,13.828376514412476
Himachal Pradesh,2019-12-31,Monthly,25.32,241366.0,52.55,Urban,,,,16.70394,1,Moderate Impact,1,0,13.81234213156552
Himachal Pradesh,2020-01-31,Monthly,18.15,246596.0,48.92,Urban,,,,16.059296,1,Moderate Impact,1,0,13.945065006511305
Himachal Pradesh,2020-02-29,Monthly,27.31,227804.0,50.82,Urban,,,,16.431345,2,High Impact,1,0,13.879463729054251
Himachal Pradesh,2020-03-31,Monthly,26.44,221432.0,48.74,Urban,,,,16.036684,2,High Impact,1,0,13.957771514620255
Himachal Pradesh,2020-04-30,Monthly,2.7,146957.0,24.42,Urban,,,,19.771252,0,Low Impact,-1,1,14.873363399496588
Himachal Pradesh,2020-05-31,Monthly,50.0,134868.0,43.55,Urban,,,,15.534497,2,High Impact,-1,1,14.17018962775527
Himachal Pradesh,2020-06-30,Monthly,10.81,224902.0,40.66,Urban,,,,15.587832,0,Low Impact,1,0,14.255167471896316
Jammu & Kashmir,2019-05-31,Monthly,23.04,1130139.0,46.74,Urban,,,,15.038958,2,High Impact,1,0,13.8126578387024
Jammu & Kashmir,2019-06-30,Monthly,19.88,1139815.0,45.17,Urban,,,,14.930154,2,High Impact,1,0,13.868275154465646
Jammu & Kashmir,2019-07-31,Monthly,21.55,1183770.0,47.8,Urban,,,,15.222123,2,High Impact,1,0,13.760612106529031
Jammu & Kashmir,2019-10-31,Monthly,24.06,1029087.0,42.63,Urban,,,,15.069473,2,High Impact,1,0,13.988703834560667
Jammu & Kashmir,2019-11-30,Monthly,14.29,1226793.0,44.92,Urban,,,,14.887159,0,Low Impact,1,0,13.856547144417751
Jammu & Kashmir,2019-12-31,Monthly,7.02,1209085.0,40.71,Urban,,,,15.047631,0,Low Impact,1,0,14.016204179864488
Jammu & Kashmir,2020-01-31,Monthly,18.54,1079537.0,41.4,Urban,,,,15.087712,0,Low Impact,1,0,14.021948163577273
Jammu & Kashmir,2020-02-29,Monthly,19.86,1060116.0,41.23,Urban,,,,15.105412,2,High Impact,1,0,14.032901919957565
Jammu & Kashmir,2020-03-31,Monthly,14.29,998103.0,36.21,Urban,,,,15.519286,0,Low Impact,1,0,14.23313031317789
Jammu & Kashmir,2020-05-31,Monthly,12.96,937435.0,33.33,Urban,,,,15.956651,0,Low Impact,1,0,14.354047474818106
Jharkhand,2019-05-31,Monthly,17.23,2404033.0,43.25,Urban,,,,14.287353,0,Low Impact,1,0,13.634555931881762
Jharkhand,2019-06-30,Monthly,20.51,2326911.0,43.51,Urban,,,,14.3215,2,High Impact,1,0,13.643540251016404
Jharkhand,2019-07-31,Monthly,15.67,2434579.0,42.82,Urban,,,,14.284614,0,Low Impact,1,0,13.643067784288535
Jharkhand,2019-08-31,Monthly,20.25,2335406.0,43.35,Urban,,,,14.32207,2,High Impact,1,0,13.647399146613814
Jharkhand,2019-09-30,Monthly,21.16,2357627.0,44.18,Urban,,,,14.282386,2,High Impact,1,0,13.611410257283442
Jharkhand,2019-10-31,Monthly,19.05,2460196.0,44.82,Urban,,,,14.197278,2,High Impact,1,0,13.563076120379497
Jharkhand,2019-11-30,Monthly,17.34,2424281.0,43.17,Urban,,,,14.278774,0,Low Impact,1,0,13.632630402188827
Jharkhand,2019-12-31,Monthly,22.01,2290170.0,43.14,Urban,,,,14.354056,2,High Impact,1,0,13.66604886981678
Jharkhand,2020-01-31,Monthly,22.96,2329293.0,44.33,Urban,,,,14.293136,2,High Impact,1,0,13.61270024245579
Jharkhand,2020-02-29,Monthly,19.67,2493023.0,45.42,Urban,,,,14.15456,2,High Impact,1,0,13.533021219338277
Jharkhand,2020-03-31,Monthly,16.4,2480661.0,43.34,Urban,,,,14.241935,0,Low Impact,1,0,13.612772167003897
Jharkhand,2020-04-30,Monthly,61.48,1054829.0,39.92,Urban,,,,15.178848,2,High Impact,-1,1,14.082527676232727
Jharkhand,2020-05-31,Monthly,70.17,830347.0,40.49,Urban,,,,15.263919,2,High Impact,-1,1,14.115573160072998
Jharkhand,2020-06-30,Monthly,19.38,2244460.0,40.43,Urban,,,,14.511509,2,High Impact,1,0,13.777087539258773
Karnataka,2019-05-31,Monthly,6.56,8638239.0,40.62,Urban,,,,11.253945,0,Low Impact,1,0,12.229630664209509
Karnataka,2019-06-30,Monthly,5.0,8862498.0,40.89,Urban,,,,11.090898,0,Low Impact,1,0,12.165634592749594
Karnataka,2019-07-31,Monthly,2.29,8738029.0,39.09,Urban,,,,11.497006,0,Low Impact,1,0,12.262060547399946
Karnataka,2019-08-31,Monthly,1.27,8614340.0,38.04,Urban,,,,11.8091545,0,Low Impact,1,0,12.330616153940337
Karnataka,2019-09-30,Monthly,3.57,8647794.0,39.0,Urban,,,,11.554919,0,Low Impact,1,0,12.287122627251016
Karnataka,2019-10-31,Monthly,3.87,8799249.0,39.7,Urban,,,,11.342794,0,Low Impact,1,0,12.224795862650714
Karnataka,2019-11-30,Monthly,3.44,8613835.0,38.6,Urban,,,,11.657279,0,Low Impact,1,0,12.310068279738955
Karnataka,2019-12-31,Monthly,1.56,8592376.0,37.66,Urban,,,,11.934263,0,Low Impact,1,0,12.349933670331783
Karnataka,2020-01-31,Monthly,3.31,8749154.0,38.94,Urban,,,,11.523593,0,Low Impact,1,0,12.264916701889085
Karnataka,2020-02-29,Monthly,2.88,8924061.0,39.45,Urban,,,,11.341092,0,Low Impact,1,0,12.2039525613045
Karnataka,2020-03-31,Monthly,4.92,9225835.0,41.55,Urban,,,,10.79672,0,Low Impact,1,0,12.053735798044954
Karnataka,2020-04-30,Monthly,25.12,7387995.0,42.14,Urban,,,,11.700788,2,High Impact,1,0,12.474747110413055
Karnataka,2020-05-31,Monthly,15.88,8669258.0,43.9,Urban,,,,10.72522,0,Low Impact,1,0,12.10109283419362
Karnataka,2020-06-30,Monthly,6.12,8822411.0,39.93,Urban,,,,11.284614,0,Low Impact,1,0,12.210726198605322
Kerala,2019-05-31,Monthly,6.11,4605913.0,36.65,Urban,,,,13.71131,0,Low Impact,1,0,13.347665474622083
Kerala,2019-06-30,Monthly,6.67,4678374.0,37.42,Urban,,,,13.566866,0,Low Impact,1,0,13.301786928132193
Kerala,2019-07-31,Monthly,7.58,4105211.0,33.13,Urban,,,,14.812543,0,Low Impact,1,0,13.598221731087351
Kerala,2019-08-31,Monthly,7.69,4448650.0,35.91,Urban,,,,13.898351,0,Low Impact,1,0,13.41286794826091
Kerala,2019-09-30,Monthly,5.52,4640642.0,36.57,Urban,,,,13.707463,0,Low Impact,1,0,13.342251058390824
Kerala,2019-10-31,Monthly,5.35,4644510.0,36.49,Urban,,,,13.717811,0,Low Impact,1,0,13.344271938579645
Kerala,2019-11-30,Monthly,6.71,4062767.0,32.36,Urban,,,,15.119617,0,Low Impact,1,0,13.636868324865352
Kerala,2019-12-31,Monthly,7.31,4440283.0,35.56,Urban,,,,13.975297,0,Low Impact,1,0,13.427802262011596
Kerala,2020-01-31,Monthly,6.65,4597507.0,36.53,Urban,,,,13.733361,0,Low Impact,1,0,13.354119907945613
Kerala,2020-02-29,Monthly,6.08,4624444.0,36.48,Urban,,,,13.728554,0,Low Impact,1,0,13.34947551013348
Kerala,2020-03-31,Monthly,9.14,4079775.0,33.24,Urban,,,,14.784048,0,Low Impact,1,0,13.600289901218215
Kerala,2020-04-30,Monthly,21.43,2179106.0,20.51,Urban,,,,21.073736,2,High Impact,-1,1,14.528078361565669
Kerala,2020-05-31,Monthly,30.28,2826118.0,29.95,Urban,,,,16.546293,2,High Impact,-1,1,14.023765248107019
Kerala,2020-06-30,Monthly,12.17,4601293.0,38.68,Urban,,,,13.467177,0,Low Impact,1,0,13.273851470755869
Madhya Pradesh,2019-05-31,Monthly,3.91,6692720.0,38.96,Urban,,,,12.402237,0,Low Impact,1,0,12.759632194932802
Madhya Pradesh,2019-06-30,Monthly,6.38,6509340.0,38.8,Urban,,,,12.5104265,0,Low Impact,1,0,12.809719258787995
Madhya Pradesh,2019-07-31,Monthly,7.38,6266446.0,37.67,Urban,,,,12.799743,0,Low Impact,1,0,12.90994754670022
Madhya Pradesh,2019-08-31,Monthly,6.82,6809834.0,40.6,Urban,,,,12.164947,0,Low Impact,1,0,12.670883853622588
Madhya Pradesh,2019-09-30,Monthly,7.0,6655967.0,39.67,Urban,,,,12.342758,0,Low Impact,1,0,12.742281014560927
Madhya Pradesh,2019-10-31,Monthly,4.4,6603715.0,38.2,Urban,,,,12.563289,0,Low Impact,1,0,12.809127564604584
Madhya Pradesh,2019-11-30,Monthly,6.06,6459457.0,37.94,Urban,,,,12.669765,0,Low Impact,1,0,12.853480011014739
Madhya Pradesh,2019-12-31,Monthly,6.2,6787403.0,39.83,Urban,,,,12.260257,0,Low Impact,1,0,12.704708744045055
Madhya Pradesh,2020-01-31,Monthly,5.17,6834930.0,39.59,Urban,,,,12.263001,0,Low Impact,1,0,12.70211650779941
Madhya Pradesh,2020-02-29,Monthly,4.96,6533435.0,37.68,Urban,,,,12.679945,0,Low Impact,1,0,12.845253171285972
Madhya Pradesh,2020-03-31,Monthly,4.8,6386723.0,36.68,Urban,,,,12.9564905,0,Low Impact,1,0,12.917510181238178
Madhya Pradesh,2020-04-30,Monthly,11.94,4802873.0,29.76,Urban,,,,16.022776,0,Low Impact,1,0,13.554521384865758
Madhya Pradesh,2020-05-31,Monthly,40.49,3879934.0,35.49,Urban,,,,14.225162,2,High Impact,-1,1,13.565390034928864
Madhya Pradesh,2020-06-30,Monthly,12.72,6221562.0,38.72,Urban,,,,12.661498,0,Low Impact,1,0,12.882005991014392
Maharashtra,2019-05-31,Monthly,6.08,16962574.0,38.3,Urban,,,,11.151975,0,Low Impact,1,0,10.309691549037339
Maharashtra,2019-06-30,Monthly,6.46,17375053.0,39.3,Urban,,,,10.517785,0,Low Impact,1,0,10.17340367736075
Maharashtra,2019-07-31,Monthly,6.35,17215677.0,38.81,Urban,,,,10.825493,0,Low Impact,1,0,10.229887758445793
Maharashtra,2019-08-31,Monthly,7.57,16602767.0,37.84,Urban,,,,11.455817,0,Low Impact,1,0,10.41335788622235
Maharashtra,2019-09-30,Monthly,7.6,17396398.0,39.58,Urban,,,,10.34827,0,Low Impact,1,0,10.157926285594534
Maharashtra,2019-10-31,Monthly,7.51,17221991.0,39.05,Urban,,,,10.679891,0,Low Impact,1,0,10.21950815986581
Maharashtra,2019-11-30,Monthly,7.6,17486683.0,39.61,Urban,,,,10.32377,0,Low Impact,1,0,10.135066753221645
Maharashtra,2019-12-31,Monthly,7.83,16581144.0,37.57,Urban,,,,11.620655,0,Low Impact,1,0,10.428533157145019
Maharashtra,2020-01-31,Monthly,6.67,16715470.0,37.32,Urban,,,,11.762284,0,Low Impact,1,0,10.405397661438911
Maharashtra,2020-02-29,Monthly,5.34,17122782.0,37.61,Urban,,,,11.557874,0,Low Impact,1,0,10.296560695545878
Maharashtra,2020-03-31,Monthly,6.34,17065830.0,37.8,Urban,,,,11.447019,0,Low Impact,1,0,10.303269178431194
Maharashtra,2020-04-30,Monthly,14.99,12674451.0,30.86,Urban,,,,15.051116,0,Low Impact,1,0,11.617432510975354
Maharashtra,2020-05-31,Monthly,15.92,12365754.0,30.38,Urban,,,,15.313003,0,Low Impact,1,0,11.709523187212392
Maharashtra,2020-06-30,Monthly,10.01,16172690.0,37.04,Urban,,,,11.937418,0,Low Impact,1,0,10.546503639083939
Meghalaya,2019-05-31,Monthly,8.4,228978.0,47.79,Urban,,,,15.8279705,0,Low Impact,1,0,13.99101787119257
Meghalaya,2019-06-30,Monthly,8.66,231252.0,48.29,Urban,,,,15.933843,0,Low Impact,1,0,13.972015050417639
Meghalaya,2019-07-31,Monthly,4.43,284015.0,56.55,Urban,,,,17.112043,1,Moderate Impact,1,0,13.654427175471188
Meghalaya,2019-08-31,Monthly,5.8,259433.0,52.27,Urban,,,,16.656137,1,Moderate Impact,1,0,13.818324046759093
Meghalaya,2019-09-30,Monthly,5.3,253887.0,50.77,Urban,,,,16.404764,1,Moderate Impact,1,0,13.875025084235954
Meghalaya,2019-10-31,Monthly,7.2,234375.0,47.71,Urban,,,,15.807363,0,Low Impact,1,0,13.992670371606716
Meghalaya,2019-11-30,Monthly,3.02,293431.0,57.02,Urban,,,,17.164595,1,Moderate Impact,1,0,13.634810939843865
Meghalaya,2019-12-31,Monthly,5.21,267417.0,53.04,Urban,,,,16.74597,1,Moderate Impact,1,0,13.787979851303767
Meghalaya,2020-01-31,Monthly,4.76,261687.0,51.53,Urban,,,,16.538858,1,Moderate Impact,1,0,13.845094318620843
Meghalaya,2020-02-29,Monthly,7.37,233965.0,47.26,Urban,,,,15.711036,0,Low Impact,1,0,14.009378606615968
Meghalaya,2020-03-31,Monthly,2.8,289735.0,55.64,Urban,,,,16.995642,1,Moderate Impact,1,0,13.686637071664158
Meghalaya,2020-04-30,Monthly,17.39,161939.0,36.51,Urban,,,,15.9203415,0,Low Impact,1,0,14.423513135609983
Meghalaya,2020-05-31,Monthly,14.58,222916.0,48.48,Urban,,,,15.979934,0,Low Impact,1,0,13.967010550225325
Odisha,2019-05-31,Monthly,2.95,2519582.0,41.26,Urban,,,,14.311242,0,Low Impact,1,0,13.68016757511114
Odisha,2019-06-30,Monthly,2.63,2356290.0,38.39,Urban,,,,14.626659,0,Low Impact,1,0,13.825440690740438
Odisha,2019-07-31,Monthly,1.78,2542237.0,40.99,Urban,,,,14.316399,0,Low Impact,1,0,13.68467501106772
Odisha,2019-08-31,Monthly,3.5,2456983.0,40.25,Urban,,,,14.413037,0,Low Impact,1,0,13.732528459726351
Odisha,2019-09-30,Monthly,3.78,2570663.0,42.15,Urban,,,,14.239718,0,Low Impact,1,0,13.635010893511279
Odisha,2019-10-31,Monthly,4.5,2456855.0,40.51,Urban,,,,14.39379,0,Low Impact,1,0,13.722962724988214
Odisha,2019-11-30,Monthly,2.23,2594469.0,41.71,Urban,,,,14.247343,0,Low Impact,1,0,13.645515703425223
Odisha,2019-12-31,Monthly,3.36,2369048.0,38.46,Urban,,,,14.613999,0,Low Impact,1,0,13.819783231227458
Odisha,2020-01-31,Monthly,2.28,2561320.0,41.05,Urban,,,,14.302377,0,Low Impact,1,0,13.67786277737051
Odisha,2020-02-29,Monthly,2.19,2438080.0,38.97,Urban,,,,14.534092,0,Low Impact,1,0,13.7843274023786
Odisha,2020-03-31,Monthly,3.96,2457952.0,39.93,Urban,,,,14.440368,0,Low Impact,1,0,13.744106167448379
Odisha,2020-04-30,Monthly,20.5,1303244.0,25.53,Urban,,,,18.93382,2,High Impact,-1,1,14.553810845503746
Odisha,2020-05-31,Monthly,10.0,1975481.0,34.12,Urban,,,,15.329344,0,Low Impact,1,0,14.07479372268676
Odisha,2020-06-30,Monthly,2.18,2221069.0,35.24,Urban,,,,15.022443,0,Low Impact,1,0,13.974285472206953
Puducherry,2019-05-31,Monthly,1.25,283905.0,35.71,Urban,,,,15.927178,0,Low Impact,1,0,14.423655961099422
Puducherry,2019-06-30,Monthly,0.0,304369.0,37.73,Urban,,,,15.740883,0,Low Impact,1,0,14.344167604112963
Puducherry,2019-07-31,Monthly,0.0,281117.0,34.77,Urban,,,,16.034628,0,Low Impact,1,0,14.459022974469885
Puducherry,2019-08-31,Monthly,8.95,312882.0,42.41,Urban,,,,15.473483,0,Low Impact,1,0,14.169378254547414
Puducherry,2019-09-30,Monthly,1.22,286573.0,35.73,Urban,,,,15.923984,0,Low Impact,1,0,14.422274965721314
Puducherry,2019-10-31,Monthly,1.17,312548.0,38.86,Urban,,,,15.6428585,0,Low Impact,1,0,14.300488864149276
Puducherry,2019-11-30,Monthly,1.37,275003.0,34.19,Urban,,,,16.112627,0,Low Impact,1,0,14.48190375280657
Puducherry,2019-12-31,Monthly,5.21,313135.0,40.42,Urban,,,,15.549282,0,Low Impact,1,0,14.24276799751594
Puducherry,2020-01-31,Monthly,0.57,281698.0,34.59,Urban,,,,16.057419,0,Low Impact,1,0,14.465526776693249
Puducherry,2020-02-29,Monthly,1.78,310342.0,38.5,Urban,,,,15.673463,0,Low Impact,1,0,14.314307916000264
Puducherry,2020-03-31,Monthly,0.62,278851.0,34.12,Urban,,,,16.119808,0,Low Impact,1,0,14.483560352582277
Puducherry,2020-04-30,Monthly,76.74,68122.0,35.54,Urban,,,,16.053429,2,High Impact,-1,1,14.481918932205108
Puducherry,2020-05-31,Monthly,75.0,64538.0,31.25,Urban,,,,17.004221,2,High Impact,-1,1,14.641125884486131
Puducherry,2020-06-30,Monthly,4.55,234926.0,29.73,Urban,,,,17.491957,0,Low Impact,1,0,14.656177593916077
Punjab,2019-05-31,Monthly,13.49,3289918.0,40.03,Urban,,,,14.003174,0,Low Impact,1,0,13.539970803752905
Punjab,2019-06-30,Monthly,13.17,3307798.0,40.02,Urban,,,,13.994834,0,Low Impact,1,0,13.53603210000923
Punjab,2019-07-31,Monthly,11.61,3592442.0,42.62,Urban,,,,13.661982,0,Low Impact,1,0,13.371487493834682
Punjab,2019-08-31,Monthly,11.99,3499863.0,41.61,Urban,,,,13.768076,0,Low Impact,1,0,13.431071416804908
Punjab,2019-09-30,Monthly,15.69,3227178.0,39.97,Urban,,,,14.040706,0,Low Impact,1,0,13.557301255777828
Punjab,2019-10-31,Monthly,13.75,3070438.0,37.1,Urban,,,,14.39707,0,Low Impact,1,0,13.700995807454422
Punjab,2019-11-30,Monthly,10.39,3602243.0,41.82,Urban,,,,13.699785,0,Low Impact,1,0,13.398654071728728
Punjab,2019-12-31,Monthly,11.97,3575778.0,42.17,Urban,,,,13.69307,0,Low Impact,1,0,13.392111781726603
Punjab,2020-01-31,Monthly,13.68,3252622.0,39.04,Urban,,,,14.10848,0,Low Impact,1,0,13.585497274939117
Punjab,2020-02-29,Monthly,11.99,3219227.0,37.82,Urban,,,,14.244739,0,Low Impact,1,0,13.638573160437506
Punjab,2020-03-31,Monthly,9.97,3601793.0,41.29,Urban,,,,13.735719,0,Low Impact,1,0,13.418324735755736
Punjab,2020-04-30,Monthly,1.13,2298975.0,23.95,Urban,,,,19.339096,0,Low Impact,-1,1,14.372228444869354
Punjab,2020-05-31,Monthly,20.54,2682658.0,34.71,Urban,,,,14.901304,2,High Impact,1,0,13.88263774335496
Punjab,2020-06-30,Monthly,10.55,3047750.0,34.96,Urban,,,,14.6926985,0,Low Impact,1,0,13.785449177380464
Rajasthan,2019-05-31,Monthly,13.62,5108436.0,39.44,Urban,,,,13.133246,0,Low Impact,1,0,13.12361471310247
Rajasthan,2019-06-30,Monthly,14.36,5241174.0,40.73,Urban,,,,12.937318,0,Low Impact,1,0,13.044020568358981
Rajasthan,2019-07-31,Monthly,11.67,5372470.0,40.38,Urban,,,,12.900134,0,Low Impact,1,0,13.025306076046416
Rajasthan,2019-08-31,Monthly,14.71,5195170.0,40.34,Urban,,,,12.994929,0,Low Impact,1,0,13.069499106418432
Rajasthan,2019-09-30,Monthly,12.63,5176819.0,39.15,Urban,,,,13.131145,0,Low Impact,1,0,13.117843165643652
Rajasthan,2019-10-31,Monthly,13.02,5384335.0,40.8,Urban,,,,12.857496,0,Low Impact,1,0,13.006945301287333
Rajasthan,2019-11-30,Monthly,14.3,5306715.0,40.73,Urban,,,,12.903562,0,Low Impact,1,0,13.028229869332097
Rajasthan,2019-12-31,Monthly,18.04,5109481.0,40.9,Urban,,,,12.99036,0,Low Impact,1,0,13.06947449103071
Rajasthan,2020-01-31,Monthly,18.82,5157363.0,41.59,Urban,,,,12.905692,2,High Impact,1,0,13.032470519595723
